time,block,fee-rate,function,sender,,,,,,,,,
2021-09-28T18:39:28.000Z,31663,24120,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5536)) (series-id u1084))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #36 Mediorite""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3d31eff2-9b88-4664-842d-8109b50e2c55.jpeg,image/jpeg,"(list (tuple (hash 0x445fa0d5ca539dc84566b031f1b83f36d1e2165f68b1148afe80064790ab4336) (mime-type ""image/jpeg"") (name u""BTC Rock #36 Mediorite #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3d31eff2-9b88-4664-842d-8109b50e2c55.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24120,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5537)) (series-id u1085))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #37 Vibranium""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3ffeae3d-a96e-4035-98b5-0da4a6305f1f.jpeg,image/jpeg,"(list (tuple (hash 0x699374c2e70ee6812f3ed4b5eb41fae97d72df8a7fbc8e42b1604a41df98bd50) (mime-type ""image/jpeg"") (name u""BTC Rock #37 Vibranium #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3ffeae3d-a96e-4035-98b5-0da4a6305f1f.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24040,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5538)) (series-id u1086))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #38 Sub-Zero""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3d945868-a02c-4860-a0f3-960b79b71215.jpeg,image/jpeg,"(list (tuple (hash 0x5b2396bb2230f86feb22765d340b338816067315cde90bf2967ed58f25db88f3) (mime-type ""image/jpeg"") (name u""BTC Rock #38 Sub-Zero #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/3d945868-a02c-4860-a0f3-960b79b71215.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24440,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5539)) (series-id u1087))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #39 Da Vinci Rock""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f4b2c76e-968a-4127-abf7-ccfdf05d5cba.jpeg,image/jpeg,"(list (tuple (hash 0xfc2a668377c7d5020c9043ebd0c8ab612c31e8721083f87021929500651bd435) (mime-type ""image/jpeg"") (name u""BTC Rock #39 Da Vinci Rock #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f4b2c76e-968a-4127-abf7-ccfdf05d5cba.jpeg"")))"
2021-09-21T21:32:28.000Z,30791,232400,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5438)) (series-id u1028))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #4""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/5e91df20-9457-4491-956c-a909e1bb01de.jpeg,image/jpeg,"(list (tuple (hash 0xc3cb38d54444ac96d5ddd65ba99592339085a429ea70e52d4480744fdc17857d) (mime-type ""image/jpeg"") (name u""BTC ROCK #4 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/5e91df20-9457-4491-956c-a909e1bb01de.jpeg"")))"
2021-09-21T17:53:11.000Z,30779,232400,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5426)) (series-id u1025))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC ROCK #4""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/90ee3cf2-a5e2-4244-bb9a-29e77e38e0d0.jpeg,image/jpeg,"(list (tuple (hash 0xc3cb38d54444ac96d5ddd65ba99592339085a429ea70e52d4480744fdc17857d) (mime-type ""image/jpeg"") (name u""BTC ROCK #4 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/90ee3cf2-a5e2-4244-bb9a-29e77e38e0d0.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24600,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5540)) (series-id u1088))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #40 Satoshi's Rock """,https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/28413b60-a625-430e-9e40-42b3cea03da1.jpeg,image/jpeg,"(list (tuple (hash 0x275f5be7e48d1c481308a41d3290eca617519384da09b17eff380b0947978cbc) (mime-type ""image/jpeg"") (name u""BTC Rock #40 Satoshi's Rock  #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/28413b60-a625-430e-9e40-42b3cea03da1.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24680,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5541)) (series-id u1089))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #41 Extraterrestrial""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/cca5bae1-9952-4a59-b61a-91d7f718a052.jpeg,image/jpeg,"(list (tuple (hash 0xcc858c568e93021c7e88c2be832edb1fbb6574d9c1b7357b51f97c983f21d3a6) (mime-type ""image/jpeg"") (name u""BTC Rock #41 Extraterrestrial #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/cca5bae1-9952-4a59-b61a-91d7f718a052.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,23720,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5542)) (series-id u1090))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #42 CAGE""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/bfa78a53-bb2c-4924-af8d-4c6ddf7a586e.jpeg,image/jpeg,"(list (tuple (hash 0x085e625adc1e4fb5164b881b61487b5364993a45419d8a25cb599688bfb5c4e3) (mime-type ""image/jpeg"") (name u""BTC Rock #42 CAGE #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/bfa78a53-bb2c-4924-af8d-4c6ddf7a586e.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24040,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5543)) (series-id u1091))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #43 Blazing """,https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f0872077-3b7e-4147-be9d-80eeb81c846d.jpeg,image/jpeg,"(list (tuple (hash 0xa47b72770851a41f912f8a70bc26afe4c3d914d97c728441c00270f25aa134ae) (mime-type ""image/jpeg"") (name u""BTC Rock #43 Blazing  #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f0872077-3b7e-4147-be9d-80eeb81c846d.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24440,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5544)) (series-id u1092))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #44 Zombie/Undead""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/8084d8d4-a601-4fa6-88da-59b138c71d2c.jpeg,image/jpeg,"(list (tuple (hash 0x390d8904d6b8a2a7fb541017c9b48badee568754c3bb22e462d9c552e1fc13ab) (mime-type ""image/jpeg"") (name u""BTC Rock #44 Zombie/Undead #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/8084d8d4-a601-4fa6-88da-59b138c71d2c.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24440,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5545)) (series-id u1093))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #45 Muneeb's Rock""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/4102facf-2e44-4896-859b-7aeb587953a3.jpeg,image/jpeg,"(list (tuple (hash 0x5ffc18d01c66b5965dec6adf6fa4a82c89409aac482af6cba428f7eb2410d7da) (mime-type ""image/jpeg"") (name u""BTC Rock #45 Muneeb's Rock #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/4102facf-2e44-4896-859b-7aeb587953a3.jpeg"")))"
2021-09-28T18:39:28.000Z,31663,24360,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5546)) (series-id u1094))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #46 Magnum Glow """,https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/ad0f8d8d-ae34-42d2-b50a-6a4077bee4b9.jpeg,image/jpeg,"(list (tuple (hash 0xa11a717c59969c22bcc3031933bbe22f2a4445465c6339a01fb63c569ce3aeee) (mime-type ""image/jpeg"") (name u""BTC Rock #46 Magnum Glow  #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/ad0f8d8d-ae34-42d2-b50a-6a4077bee4b9.jpeg"")))"
2021-09-29T07:46:16.000Z,31735,24360,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5559)) (series-id u1098))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #47 Blue Bitcoin""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/963193c3-94f5-4792-8e50-961674317cc2.jpeg,image/jpeg,"(list (tuple (hash 0xc0686271e3a21146bee3f58f1fc879ad689e5ead05d94a587f2ecb59afd0050a) (mime-type ""image/jpeg"") (name u""BTC Rock #47 Blue Bitcoin #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/963193c3-94f5-4792-8e50-961674317cc2.jpeg"")))"
2021-09-29T07:46:16.000Z,31735,24520,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5560)) (series-id u1099))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #48 Explored Waves""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/80bf0041-22ce-47ed-a8a3-4e5dbbd17f74.jpeg,image/jpeg,"(list (tuple (hash 0xda4ed5eac355ad51cd964b6309b503e067e1ec8d747b73f6b593207e6a236852) (mime-type ""image/jpeg"") (name u""BTC Rock #48 Explored Waves #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/80bf0041-22ce-47ed-a8a3-4e5dbbd17f74.jpeg"")))"
2021-09-30T19:57:14.000Z,31924,24600,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5593)) (series-id u1115))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #49 Galactic Saucer""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/c8662fa6-6ff7-4d7a-a6c3-6614c3fb9d56.jpeg,image/jpeg,"(list (tuple (hash 0x0938095f0726972e9eb2e241b41fcc1a18b38ec43ae90f13e8d0a280fb8506b7) (mime-type ""image/jpeg"") (name u""BTC Rock #49 Galactic Saucer #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/c8662fa6-6ff7-4d7a-a6c3-6614c3fb9d56.jpeg"")))"
2021-09-10T19:04:09.000Z,29356,2324,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5204)) (series-id u948))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #5""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/99b142b5-092f-44ff-bbb3-3d51a81a695a.jpeg,image/jpeg,"(list (tuple (hash 0xc3cb38d54444ac96d5ddd65ba99592339085a429ea70e52d4480744fdc17857d) (mime-type ""image/jpeg"") (name u""BTC ROCK #5 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/99b142b5-092f-44ff-bbb3-3d51a81a695a.jpeg"")))"
2021-09-30T19:51:27.000Z,31923,24120,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,(ok (tuple (count u1) (ids (list u5592)) (series-id u1114))),SP8Q8QHDCZFG661H8431T2B1WX1FBD7PH76ZY1EF,none,none,"u""BTC Rock #50 Enchanted""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/9e36a811-96c5-4d85-9f36-9afd06483562.jpeg,image/jpeg,"(list (tuple (hash 0xb37911676890acac5ac4c98f445633b241171387571f313e184411a686e336b0) (mime-type ""image/jpeg"") (name u""BTC Rock #50 Enchanted #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/9e36a811-96c5-4d85-9f36-9afd06483562.jpeg"")))"
2021-09-10T19:04:09.000Z,29356,2324,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5203)) (series-id u947))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #6""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/ab99fc21-0175-4994-9fc2-c2cf07345b07.jpeg,image/jpeg,"(list (tuple (hash 0xa0df3278ac4627feaa561914427c55dd14ad6b2e42d8b48b1fd921483a946c8e) (mime-type ""image/jpeg"") (name u""BTC ROCK #6 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/ab99fc21-0175-4994-9fc2-c2cf07345b07.jpeg"")))"
2021-09-12T05:00:05.000Z,29538,2324,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5236)) (series-id u958))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #7""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/9fee5d27-819f-4169-97d1-aa758000ff90.jpeg,image/jpeg,"(list (tuple (hash 0x637af09ddda2787a9d3f674e80905c9e6068ec567d50dc4f8f24fc5b2b4e4309) (mime-type ""image/jpeg"") (name u""BTC ROCK #7 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/9fee5d27-819f-4169-97d1-aa758000ff90.jpeg"")))"
2021-09-12T05:00:05.000Z,29538,2324,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5237)) (series-id u959))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #8""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/5972bb80-6cc8-4c7c-963c-72eca90f4bf6.jpeg,image/jpeg,"(list (tuple (hash 0xdead4169d09f151e3588349f3c0477eda700785ca3378f5dbda26eefefaac2c6) (mime-type ""image/jpeg"") (name u""BTC ROCK #8 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/5972bb80-6cc8-4c7c-963c-72eca90f4bf6.jpeg"")))"
2021-09-12T05:00:05.000Z,29538,2324,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5238)) (series-id u960))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC ROCK #9""",https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/d9fd4a52-d667-4d62-97d3-98c228428cf8.jpeg,image/jpeg,"(list (tuple (hash 0xf52c34b62afb529319949ee9101c9142fedc4fe5ba2e335294749d940b93454e) (mime-type ""image/jpeg"") (name u""BTC ROCK #9 #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/d9fd4a52-d667-4d62-97d3-98c228428cf8.jpeg"")))"
2021-09-20T02:29:48.000Z,30578,840400,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,(ok (tuple (count u1) (ids (list u5408)) (series-id u1016))),SPM6Q24H3R7FA3WE4690TQ2JQ6E125XZHP47HQYY,none,none,"u""BTC Rock#21 Atlantis """,https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f00b8d8e-1d60-4b13-ab1f-f7730466444e.jpeg,image/jpeg,"(list (tuple (hash 0xcc027315a5d802ad75ea867228c6d3270edcb03bcab1e3333f610132a3834dcb) (mime-type ""image/jpeg"") (name u""BTC Rock#21 Atlantis  #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/f00b8d8e-1d60-4b13-ab1f-f7730466444e.jpeg"")))"
2021-09-19T22:11:16.000Z,30558,240400,SP497E7RX3233ATBS2AB9G4WTHB63X5PBSP5VGAQ.boom-nfts,mint-series,SP1DKW0QTVVWQT96W159BMDAFZB68R1SG6YWFN23T,(ok (tuple (count u1) (ids (list u5403)) (series-id u1011))),SP1DKW0QTVVWQT96W159BMDAFZB68R1SG6YWFN23T,none,none,"u""BTC Rock#21 Atlantis """,https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/bd7b0cbf-aa1b-4846-89d7-0f775bb601f7.jpeg,image/jpeg,"(list (tuple (hash 0xcc027315a5d802ad75ea867228c6d3270edcb03bcab1e3333f610132a3834dcb) (mime-type ""image/jpeg"") (name u""BTC Rock#21 Atlantis  #1"") (number u1) (uri ""https://boom-nft-41369b66-36da-4442-be60-fff6d755b065.s3.amazonaws.com/bd7b0cbf-aa1b-4846-89d7-0f775bb601f7.jpeg"")))"
